Density,Energy,s,dsdrho_e,dsde_rho,d2sdrho2,d2sdedrho,d2sde2,T,p,c2,dTdrho_e,dTde_rho,dpdrho_e,dpde_rho,dhdrho_e,dhde_rho,dhdrho_p,dhdp_rho,dsdp_rho,dsdrho_p,cp
485.7453991344557,743544.3738444241,1424.6682456806186,-0.15981803630580987,0.001420132081571891,-0.000577328533403128,-2.0592603090226565e-07,-8.399405916831065e-10,704.1598545489779,26553051.784622006,214717.67370734966,0.10210658983739551,0.00041647706755184514,209099.96691284346,49.91855630410264,317.9349118943268,1.1027669153285897,-4301.359847013499,0.022091322285255212,2.8448981435289926e-05,-6.108499113129031,2618.8810075472607
485.74539913445545,760589.5991260569,1448.7537088135057,-0.1632822156475365,0.0014059922660948421,-0.0005796350820667247,-2.0057651765837738e-07,-8.192918203821852e-10,711.2414656287621,27401437.36002996,219766.91520789918,0.10146452425822555,0.00041445058351905227,214003.5504480411,49.627243523789055,324.4342412324762,1.1021671921385552,-4428.352243713736,0.02220891417453452,2.8331057021550534e-05,-6.226229006205255,2626.9528739007806
485.7453991344555,777634.8245591465,1472.6011158167246,-0.16665689630119404,0.0013921974611608287,-0.0005818215500595033,-1.9542336370303995e-07,-7.994515015090558e-10,718.28891223964,28244887.134480387,224772.77811063596,0.10082652731130956,0.0004124681774153515,218866.4586470517,49.3394701599749,330.87075137113317,1.101574755515734,-4555.638262467112,0.022326440716612155,2.8216708786025944e-05,-6.342348022973842,2635.063024200787
495.4042825040255,334458.9632987769,754.2757913142883,-0.043444406022691194,0.001912681962131544,-0.0004788467069765924,-4.1661488464629535e-07,-1.7572616096234669e-09,522.826073439608,5574560.262852106,86493.01487719575,0.1138804718131898,0.0004803423703236745,85162.44921466848,58.57943922212446,149.19108340315827,1.1182457263510808,-1476.50807221331,0.019089389403521947,3.265108009789818e-05,-2.824090356664017,2526.3703836048408
495.4042825040242,351504.1887318694,786.6257956356262,-0.050450211104619815,0.0018832872995728073,-0.0004945448003362379,-4.0538411904949823e-07,-1.6923482552040256e-09,530.9864300719458,6574548.344703919,93978.6787476024,0.114296669568568,0.00047715181782041863,92405.21920491321,58.736649624581446,159.73649213253353,1.1185630639438493,-1600.000669910054,0.019043698799526484,3.206324009983447e-05,-3.0132609409495883,2514.2836092970388
495.4042825040234,368549.41416496027,818.4840222746466,-0.05726362649375101,0.0018549694963908819,-0.000508519725658654,-3.940629982690975e-07,-1.6308759186110919e-09,539.0924227841202,7576377.20937,101291.97758515885,0.11452284087678465,0.0004739662037219109,99476.84883095609,58.798380005420874,169.92894452142073,1.1186876700141228,-1722.7001420076588,0.019025824689574547,3.154796945459831e-05,-3.195556214852448,2506.3023869453195
495.4042825040232,385594.63959805196,849.8683360778637,-0.06388415339133786,0.001827671554201816,-0.0005210018599882397,-3.827685976661938e-07,-1.5726509768825283e-09,547.1442599743922,8578562.194731284,108445.54162681577,0.11458822600265725,0.00047079955529547035,106390.92217541831,58.780923385266284,179.80191010768735,1.1186524328941159,-1844.9104808380423,0.01903087546893677,3.109293711197348e-05,-3.3718904058764845,2501.4427734426517
495.40428250402414,402639.8650311433,880.7956582862696,-0.07031304523958971,0.0018013397409002267,-0.0005321881692968255,-3.715904499724175e-07,-1.5174842330703154e-09,555.1423628172697,9579873.846635368,115450.89669393538,0.11451787562013607,0.0004676629086435437,113159.69355886387,58.69800188025019,189.38513437385504,1.1184850514080356,-1966.8624654288367,0.019054908439470514,3.068826336840461e-05,-3.542987523861961,2499.011752162366
495.4042825040238,419685.0904642344,911.2820214534178,-0.0765528865672225,0.0017759234958853924,-0.0005422470718753485,-3.605960285639833e-07,-1.4651930409279636e-09,563.087318973415,10579297.525791252,122318.52377499315,0.1143332195485845,0.00046456484364677526,119794.18880376752,58.56115932281888,198.70500773787117,1.1182088273981428,-2088.731254460167,0.019094718074722655,3.0325962061229e-05,-3.70942691138598,2498.505148126669
495.4042825040237,436730.31589732674,941.342622478367,-0.08260725634540768,0.0017513753057715271,-0.0005513226719857226,-3.498352116415869e-07,-1.4156026793504334e-09,570.9798446424214,11575999.229104387,129057.93368421684,0.11405257007752961,0.00046151193023407234,126304.31498792893,58.38009878968096,207.78492635918118,1.1178433470429412,-2210.649456917819,0.019147678236552192,2.9999526244054482e-05,-3.8716768685631053,2499.5460990536512
495.404282504024,453775.5413304162,970.991873349524,-0.08848046001474846,0.0017276505616762498,-0.0005595384091178253,-3.3934390256131083e-07,-1.3685471673890815e-09,578.8207535612709,12569296.73705992,135677.74819550166,0.113691563418001,0.00045850909916859294,132698.97080573995,58.162971007072855,216.64563247049819,1.117405063018607,-2332.7169476779763,0.01921162285335675,2.970361609392616e-05,-4.030119744887564,2501.846397170413
495.4042825040238,470820.766763507,1000.2434493591046,-0.09417731710861461,0.0017047074063085508,-0.000567000179744017,-3.2914695576457876e-07,-1.3238696676334601e-09,586.610931764205,13558635.300650291,142185.78190497073,0.11326354405095111,0.0004555599491096885,138986.15255738224,57.916619561223705,225.3055273876775,1.1169077894694086,-2455.008303008191,0.019284754495878763,2.9433820882907422e-05,-4.185070836687048,2505.1813178970037
495.4042825040234,487865.9921965972,1029.1103346681598,-0.09970299374111535,0.0016825065768627783,-0.0005737989926010105,-3.192605341941756e-07,-1.2814225913773124e-09,594.3513171072483,14543567.180071367,148589.1211887143,0.11277989733180564,0.0004526670001945582,145173.0528797936,57.646788537719594,233.7809541742104,1.1163631211388478,-2577.5784732828456,0.019365573511669017,2.918647542285684e-05,-4.3367927336783065,2509.3727124830825
